,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
368,1072,0,0,,2,1Fam,TA,No,134.0,0.0,LwQ,Unf,1.0,0.0,TA,938.0,Y,Norm,Norm,SBrkr,105,Fa,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,1,Typ,1184.0,5.0,TA,Unf,Fa,Detchd,1982.0,1072,0,GasA,TA,1Story,1829,1,TA,Lvl,Gtl,8635,Inside,50.0,Reg,0,30,RM,0.0,None,,0,8,BrkSide,0,5,5,P,0,,CompShg,Hip,Normal,,WD,0,Pave,5,1072.0,AllPub,0,1925,1950,2009
369,1048,720,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1048.0,Y,Norm,Norm,FuseA,150,TA,TA,MetalSd,MetalSd,,,0,PConc,2,Typ,576.0,2.0,Fa,Unf,Fa,Detchd,1930.0,1768,0,GasA,Gd,2Story,1830,1,TA,Lvl,Gtl,8094,Inside,57.0,Reg,0,70,RM,0.0,None,,0,6,OldTown,0,6,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1048.0,AllPub,0,1915,1950,2009
370,1272,672,0,Grvl,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,672.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,2,Min2,216.0,1.0,TA,Unf,TA,Detchd,1915.0,1944,0,GasA,Fa,2Story,1831,1,TA,Lvl,Gtl,9928,Inside,68.0,Reg,0,70,RM,0.0,None,Shed,400,6,OldTown,28,8,7,N,0,,CompShg,Gable,Normal,,WD,0,Pave,8,672.0,AllPub,24,1915,1994,2009
371,1088,1040,0,Grvl,4,Duplex,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1040.0,N,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,,0,BrkTil,2,Sev,0.0,0.0,,,,,,2128,0,GasA,TA,2Story,1832,2,TA,Bnk,Gtl,3000,Inside,50.0,Reg,0,90,RM,0.0,None,,0,9,OldTown,56,1,5,Y,0,,CompShg,Hip,Abnorml,,WD,0,Pave,11,1040.0,AllPub,0,1922,1950,2009
372,1146,784,0,,4,1Fam,Fa,No,522.0,0.0,BLQ,Unf,1.0,0.0,TA,198.0,Y,Norm,Norm,SBrkr,213,TA,TA,Plywood,Plywood,MnPrv,,0,CBlock,2,Typ,316.0,1.0,TA,Unf,TA,Attchd,1927.0,1930,0,GasA,Fa,2Story,1833,1,TA,Lvl,Gtl,6876,Inside,57.0,Reg,0,70,RM,0.0,None,,0,8,IDOTRR,0,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,720.0,AllPub,0,1927,1950,2009
373,741,686,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,483.0,Y,Feedr,Norm,SBrkr,112,TA,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,1,Typ,379.0,1.0,TA,Unf,TA,Attchd,1915.0,1427,0,GasA,Ex,2Story,1834,1,Gd,Bnk,Mod,5775,Corner,,IR2,0,70,RM,0.0,None,,0,2,OldTown,24,7,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,483.0,AllPub,0,1915,2002,2009
374,978,886,0,,6,2fmCon,Fa,No,169.0,0.0,Rec,Unf,0.0,0.0,TA,851.0,N,Feedr,Norm,FuseF,102,Fa,TA,MetalSd,MetalSd,,,0,BrkTil,2,Typ,0.0,0.0,,,,,,1864,1,GasA,TA,2.5Unf,1835,1,TA,Bnk,Gtl,5852,Corner,41.0,IR3,0,190,RM,188.0,Stone,,0,5,OldTown,188,5,7,N,0,,CompShg,Gable,Normal,,WD,0,Pave,9,1020.0,AllPub,0,1902,2000,2009
375,1204,462,0,,3,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,1204.0,Y,Norm,Norm,FuseA,148,Fa,TA,MetalSd,MetalSd,,,0,BrkTil,1,Typ,384.0,1.0,TA,Unf,Fa,Detchd,1927.0,1666,0,GasA,TA,1.5Fin,1836,1,TA,Lvl,Gtl,5160,Corner,60.0,Reg,0,50,RM,0.0,None,,0,8,IDOTRR,0,6,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,1204.0,AllPub,0,1927,1950,2009
376,892,0,0,Grvl,1,1Fam,Fa,Av,749.0,63.0,BLQ,Rec,1.0,0.0,Gd,46.0,Y,Norm,Norm,SBrkr,105,Gd,TA,MetalSd,MetalSd,,,0,PConc,1,Min2,0.0,0.0,,,,,,892,0,GasA,TA,SFoyer,1837,1,Gd,Lvl,Gtl,5160,Inside,86.0,Reg,0,85,RM,0.0,None,,0,7,IDOTRR,0,6,4,N,0,,CompShg,Hip,Abnorml,,COD,160,Pave,5,858.0,AllPub,0,1923,1950,2009
377,754,649,0,Grvl,3,2fmCon,TA,No,276.0,262.0,Rec,ALQ,1.0,0.0,TA,160.0,Y,Artery,Norm,FuseF,288,Gd,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,308.0,1.0,TA,Unf,TA,Detchd,1915.0,1403,1,GasA,Ex,2Story,1838,1,TA,Bnk,Gtl,10320,Inside,60.0,Reg,0,190,RM,0.0,None,,0,2,IDOTRR,0,7,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,698.0,AllPub,0,1915,1965,2009
378,704,0,0,,2,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,1.0,Fa,560.0,Y,Norm,Norm,FuseA,24,Gd,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,220.0,1.0,TA,Unf,TA,CarPort,1946.0,704,0,GasA,Ex,1Story,1839,1,Fa,Lvl,Gtl,4280,Inside,50.0,IR1,0,20,RL,0.0,None,,0,9,Sawyer,0,9,4,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,560.0,AllPub,0,1946,2001,2009
379,1200,0,0,,3,Duplex,Gd,Gd,1200.0,0.0,GLQ,Unf,3.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,,,0,CBlock,3,Typ,0.0,0.0,,,,,,1200,0,GasA,TA,1Story,1840,1,TA,Lvl,Gtl,10800,Inside,60.0,Reg,0,90,RL,0.0,None,,0,3,Edwards,0,5,5,Y,0,,CompShg,Gable,Alloca,,WD,0,Pave,5,1200.0,AllPub,120,1987,1988,2009
380,1152,0,0,,2,Duplex,Gd,Gd,1152.0,0.0,GLQ,Unf,2.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,,0,PConc,2,Typ,252.0,1.0,Fa,Unf,TA,Detchd,1960.0,1152,0,GasA,TA,SFoyer,1841,2,TA,Lvl,Gtl,10547,Inside,,IR1,0,90,RL,0.0,None,,0,7,Edwards,0,5,5,N,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1152.0,AllPub,0,1978,1978,2009
381,687,425,0,,4,1Fam,TA,No,0.0,0.0,Unf,Unf,1.0,0.0,TA,585.0,N,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,,,0,PConc,2,Typ,226.0,1.0,Po,Unf,Po,Detchd,1934.0,1112,0,GasA,TA,1.5Fin,1842,1,TA,Lvl,Gtl,9780,Inside,60.0,Reg,0,50,RL,0.0,None,,0,3,Edwards,0,3,5,N,0,,CompShg,Gable,Normal,,WD,0,Pave,6,585.0,AllPub,0,1934,1950,2009
382,1052,0,0,,3,1Fam,TA,No,527.0,0.0,BLQ,Unf,0.0,0.0,TA,525.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,Po,1,CBlock,1,Typ,668.0,1.0,TA,Fin,TA,Attchd,1984.0,1052,1,GasA,TA,1Story,1843,1,TA,Lvl,Gtl,11625,Inside,75.0,Reg,0,20,RL,172.0,BrkFace,,0,4,Sawyer,215,6,5,Y,0,,CompShg,Hip,Abnorml,,WD,0,Pave,6,1052.0,AllPub,0,1967,1967,2009
383,1034,0,0,,3,1Fam,TA,Gd,456.0,0.0,GLQ,Unf,0.0,1.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,HdBoard,,Fa,1,CBlock,1,Typ,504.0,2.0,TA,Fin,TA,Basment,1978.0,1034,0,GasA,TA,SFoyer,1844,1,TA,Lvl,Gtl,8014,CulDSac,,IR1,0,85,RL,23.0,BrkFace,,0,6,Sawyer,0,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,456.0,AllPub,0,1978,1978,2009
384,904,611,0,,4,1Fam,Gd,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,552.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,2,Typ,384.0,1.0,TA,Unf,TA,Attchd,1961.0,1774,0,GasA,TA,SLvl,1845,1,TA,Lvl,Gtl,15400,Inside,88.0,Reg,259,80,RL,0.0,None,,0,7,Sawyer,40,5,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,8,552.0,AllPub,290,1961,1961,2009
385,1138,0,0,,3,1Fam,TA,Av,588.0,0.0,BLQ,Unf,0.0,1.0,TA,550.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,TA,1,CBlock,1,Typ,480.0,2.0,TA,RFn,TA,Attchd,1960.0,1138,0,GasA,Ex,SLvl,1846,1,TA,Lvl,Gtl,15312,Inside,88.0,Reg,0,80,RL,54.0,BrkFace,,0,3,Sawyer,0,5,6,Y,0,,CompShg,Hip,Normal,,COD,140,Pave,6,1138.0,AllPub,0,1960,1960,2009
386,2071,0,0,,4,1Fam,TA,Mn,0.0,0.0,Unf,Unf,0.0,1.0,TA,825.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,,TA,1,CBlock,1,Typ,336.0,1.0,TA,Unf,TA,Attchd,1956.0,2071,1,GasA,Ex,SLvl,1847,1,TA,Lvl,Gtl,15584,Inside,,Reg,0,80,RL,366.0,BrkFace,,0,10,ClearCr,28,5,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,9,825.0,AllPub,131,1956,1956,2009
387,660,0,0,,2,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,N,Norm,Norm,SBrkr,100,TA,TA,Wd Sdng,Wd Sdng,,,0,Slab,1,Min2,0.0,0.0,,,,,,660,0,GasA,Fa,1Story,1848,1,Fa,Lvl,Gtl,9000,Corner,,Reg,0,20,RL,0.0,None,,0,6,Sawyer,0,2,2,N,0,,CompShg,Gable,Normal,,WD,0,Pave,5,0.0,AllPub,0,1947,1950,2009
388,1383,0,0,,2,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,SBrkr,90,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Mod,498.0,2.0,TA,Unf,Fa,Attchd,1980.0,1383,0,GasA,TA,1Story,1849,1,TA,Lvl,Gtl,15635,CulDSac,,IR1,0,20,RL,0.0,None,,0,10,Edwards,0,5,4,Y,0,,CompShg,Gable,Normal,,WD,110,Pave,6,0.0,AllPub,0,1954,1954,2009
389,1073,0,0,,2,1Fam,TA,No,257.0,0.0,Rec,Unf,1.0,0.0,TA,816.0,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,GdPrv,,0,CBlock,1,Typ,340.0,1.0,TA,Unf,TA,Attchd,1956.0,1073,0,GasA,TA,1Story,1850,1,TA,Lvl,Gtl,9571,Inside,68.0,Reg,0,20,RL,0.0,None,,0,2,Edwards,0,5,5,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,5,1073.0,AllPub,0,1956,1956,2009
390,892,747,0,,3,1Fam,TA,No,342.0,0.0,BLQ,Unf,0.0,0.0,TA,405.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,,Gd,1,CBlock,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1946.0,1639,1,GasA,Ex,2Story,1851,1,Gd,Bnk,Gtl,9350,Inside,50.0,Reg,0,60,RL,0.0,None,,0,7,Edwards,50,7,6,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,6,747.0,AllPub,0,1946,1950,2009
391,1089,0,0,,3,1Fam,TA,No,173.0,0.0,BLQ,Unf,1.0,0.0,Gd,916.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,252.0,1.0,TA,RFn,TA,Detchd,1954.0,1089,0,GasW,TA,1Story,1852,1,TA,Lvl,Gtl,7440,Inside,62.0,Reg,0,20,RL,0.0,None,,0,9,Edwards,0,6,5,P,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1089.0,AllPub,328,1954,1954,2009
392,1049,0,0,,2,TwnhsE,TA,Mn,552.0,393.0,GLQ,ALQ,1.0,0.0,Gd,104.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,,,0,CBlock,2,Typ,266.0,1.0,TA,Fin,TA,Attchd,1984.0,1049,0,GasA,TA,1Story,1853,1,Gd,Lvl,Gtl,4235,Inside,42.0,Reg,0,120,RL,149.0,BrkFace,,0,2,Edwards,105,5,5,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1049.0,AllPub,0,1984,1984,2009
393,1061,0,0,,1,1Fam,TA,No,460.0,286.0,GLQ,ALQ,1.0,0.0,Gd,308.0,Y,Feedr,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,,,0,PConc,1,Typ,462.0,2.0,TA,Unf,TA,Attchd,1990.0,1061,1,GasA,Gd,SLvl,1854,1,Gd,Lvl,Gtl,10778,Inside,74.0,IR1,0,80,RL,0.0,None,,0,7,SawyerW,36,6,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,4,1054.0,AllPub,114,1990,1991,2009
394,1338,0,0,,2,1Fam,TA,Av,70.0,450.0,Rec,GLQ,0.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,,Po,1,CBlock,1,Min2,576.0,2.0,TA,Unf,TA,Attchd,1983.0,1338,1,GasA,Gd,SLvl,1855,1,Gd,Lvl,Gtl,19255,Inside,66.0,IR1,0,80,RL,100.0,BrkFace,Shed,600,9,SawyerW,0,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,520.0,AllPub,0,1983,1983,2009
395,1079,800,0,,3,1Fam,Gd,No,474.0,0.0,GLQ,Unf,1.0,0.0,Gd,605.0,Y,Norm,Norm,SBrkr,144,Gd,Gd,VinylSd,VinylSd,MnPrv,TA,1,PConc,2,Typ,473.0,2.0,TA,RFn,TA,Attchd,1993.0,1879,1,GasA,Ex,2Story,1856,1,Gd,Lvl,Gtl,10560,Corner,85.0,Reg,0,60,RL,0.0,None,,0,8,SawyerW,100,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1079.0,AllPub,400,1993,1994,2009
396,1288,728,0,,4,1Fam,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Feedr,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,,TA,1,PConc,1,Mod,576.0,2.0,TA,Unf,TA,Attchd,1900.0,2016,0,GasA,Ex,2Story,1857,1,TA,Bnk,Gtl,26400,FR2,120.0,Reg,0,70,RL,0.0,None,,0,6,SawyerW,0,7,5,P,0,,CompShg,Gable,Normal,,WD,0,Pave,7,0.0,AllPub,0,1880,2007,2009
397,1114,1114,0,,6,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,Slab,2,Typ,720.0,2.0,TA,Unf,TA,Detchd,1979.0,2228,0,GasA,TA,2Story,1858,2,TA,Lvl,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,,0,6,SawyerW,0,5,5,Y,0,,CompShg,Gable,Alloca,,WD,0,Pave,8,0.0,AllPub,73,1979,1979,2009
398,1535,0,0,,4,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,,0,Slab,2,Typ,400.0,2.0,TA,Unf,TA,Attchd,1979.0,1535,0,GasA,TA,1Story,1859,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,,0,6,SawyerW,0,5,5,Y,0,,CompShg,Gable,Alloca,,WD,0,Pave,8,0.0,AllPub,0,1979,1979,2009
399,1229,0,0,,2,Duplex,TA,Av,1094.0,0.0,GLQ,Unf,2.0,0.0,Gd,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,,TA,2,CBlock,0,Typ,672.0,2.0,TA,Unf,TA,Detchd,1979.0,1229,2,GasA,TA,SFoyer,1860,2,Gd,Lvl,Gtl,7040,Inside,64.0,Reg,0,90,RL,216.0,BrkFace,,0,6,SawyerW,0,5,5,Y,0,,CompShg,Gable,Alloca,,WD,0,Pave,6,1094.0,AllPub,120,1979,1979,2009
400,1513,0,0,,4,Duplex,,,0.0,0.0,,,0.0,0.0,,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,,,0,Slab,2,Typ,400.0,2.0,TA,Unf,TA,Attchd,1979.0,1513,0,GasA,TA,1Story,1861,2,TA,Bnk,Gtl,7007,Inside,64.0,Reg,0,90,RL,0.0,None,,0,6,SawyerW,0,5,5,Y,0,,CompShg,Gable,Alloca,,WD,0,Pave,8,0.0,AllPub,0,1979,1979,2009
401,1168,1619,0,,6,Duplex,TA,No,820.0,0.0,GLQ,Unf,2.0,0.0,Ex,348.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,2,PConc,4,Typ,820.0,4.0,TA,Fin,TA,BuiltIn,2000.0,2787,2,GasA,Ex,2Story,1862,2,TA,Lvl,Gtl,11855,Inside,,Reg,0,90,RL,23.0,BrkFace,,0,10,SawyerW,0,5,7,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,8,1168.0,AllPub,312,2000,2000,2009
402,1168,1619,0,,6,Duplex,TA,No,820.0,0.0,GLQ,Unf,2.0,0.0,Ex,348.0,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,2,PConc,4,Typ,820.0,4.0,TA,Fin,TA,BuiltIn,2000.0,2787,2,GasA,Ex,2Story,1863,2,TA,Lvl,Gtl,7939,Inside,,Reg,0,90,RL,23.0,BrkFace,,0,10,SawyerW,0,5,7,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,8,1168.0,AllPub,312,2000,2000,2009
403,1168,1619,0,,6,Duplex,TA,No,820.0,0.0,GLQ,Unf,2.0,0.0,Ex,348.0,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,2,PConc,4,Typ,820.0,4.0,TA,Fin,TA,BuiltIn,2000.0,2787,2,GasA,Ex,2Story,1864,2,TA,Lvl,Gtl,7976,Inside,,Reg,0,90,RL,23.0,BrkFace,,0,10,SawyerW,0,5,7,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,8,1168.0,AllPub,312,2000,2000,2009
404,1680,0,0,,1,1Fam,TA,Gd,1021.0,0.0,GLQ,Unf,1.0,0.0,Ex,534.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,1,Typ,1138.0,3.0,TA,Fin,TA,Attchd,2009.0,1680,1,GasA,Ex,1Story,1865,1,Ex,Lvl,Gtl,10933,Inside,84.0,Reg,0,20,RL,242.0,Stone,,0,7,CollgCr,24,5,9,Y,0,,CompShg,Hip,Partial,,New,0,Pave,8,1555.0,AllPub,185,2009,2009,2009
405,1720,0,0,,3,1Fam,TA,Gd,1104.0,0.0,GLQ,Unf,1.0,0.0,Ex,616.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,846.0,3.0,TA,RFn,TA,Attchd,2008.0,1720,0,GasA,Ex,1Story,1866,1,Ex,Lvl,Gtl,10816,Inside,65.0,IR1,0,20,RL,364.0,Stone,,0,11,CollgCr,104,5,9,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,8,1720.0,AllPub,208,2008,2008,2009
406,1468,0,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1468.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,904.0,3.0,TA,RFn,TA,Attchd,2008.0,1468,0,GasA,Ex,1Story,1867,1,Gd,Lvl,Gtl,9178,Inside,71.0,Reg,0,20,RL,0.0,None,,0,6,CollgCr,142,5,8,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1468.0,AllPub,192,2008,2008,2009
407,1838,0,0,,3,1Fam,TA,Av,1359.0,0.0,GLQ,Unf,1.0,0.0,Ex,479.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,2,PConc,2,Typ,524.0,2.0,TA,RFn,TA,Attchd,2007.0,1838,0,GasA,Ex,1Story,1868,1,Gd,Lvl,Gtl,11422,Inside,77.0,IR1,0,20,RL,352.0,Stone,,0,4,CollgCr,222,5,8,Y,0,,CompShg,Hip,Normal,,WD,0,Pave,7,1838.0,AllPub,154,2007,2008,2009
408,1290,0,0,,2,1Fam,TA,Av,902.0,0.0,GLQ,Unf,1.0,0.0,Gd,380.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,662.0,2.0,TA,RFn,TA,Attchd,2007.0,1290,0,GasA,Ex,1Story,1869,1,Gd,Lvl,Gtl,6762,Inside,64.0,Reg,0,20,RL,0.0,None,,0,5,CollgCr,0,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1282.0,AllPub,168,2007,2007,2009
409,1254,0,0,,2,1Fam,TA,Av,872.0,0.0,GLQ,Unf,1.0,0.0,Gd,382.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,810.0,3.0,TA,RFn,TA,Attchd,2008.0,1254,0,GasA,Ex,1Story,1870,1,Gd,Lvl,Gtl,10324,Corner,95.0,IR1,0,20,RL,140.0,BrkFace,,0,3,CollgCr,92,5,8,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1254.0,AllPub,168,2008,2008,2009
410,1498,0,0,,3,1Fam,TA,Gd,24.0,0.0,GLQ,Unf,0.0,0.0,Ex,1474.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,844.0,3.0,TA,Fin,TA,Attchd,2005.0,1498,0,GasA,Ex,1Story,1871,1,Gd,Lvl,Gtl,11645,Inside,78.0,Reg,0,20,RL,76.0,Stone,,0,3,CollgCr,98,5,8,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1498.0,AllPub,144,2005,2006,2009
411,704,718,0,,3,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,704.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,440.0,2.0,TA,Fin,TA,Attchd,2005.0,1422,1,GasA,Ex,2Story,1872,1,Gd,Lvl,Gtl,11646,Inside,79.0,IR1,0,60,RL,0.0,None,,0,7,CollgCr,28,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,704.0,AllPub,36,2005,2006,2009
412,944,815,0,,3,1Fam,TA,Av,800.0,0.0,GLQ,Unf,1.0,0.0,Gd,649.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,525.0,2.0,TA,Unf,TA,Attchd,1992.0,1759,1,GasA,Gd,2Story,1873,1,Gd,HLS,Mod,16698,CulDSac,,IR1,0,60,RL,0.0,None,,0,6,ClearCr,193,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,1449.0,AllPub,150,1992,1993,2009
413,990,0,0,,3,1Fam,TA,No,755.0,0.0,ALQ,Unf,1.0,0.0,TA,235.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,440.0,1.0,TA,RFn,TA,Attchd,1995.0,990,0,GasA,Ex,1Story,1874,1,TA,Low,Mod,9757,Inside,65.0,Reg,0,20,RL,0.0,None,,0,10,CollgCr,0,7,5,Y,0,,CompShg,Gable,Normal,,WD,92,Pave,5,990.0,AllPub,66,1994,1994,2009
414,1463,0,0,,3,1Fam,TA,Mn,950.0,0.0,GLQ,Unf,1.0,0.0,Gd,513.0,Y,PosN,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,,0,PConc,2,Typ,539.0,2.0,TA,Fin,TA,Attchd,1998.0,1463,0,GasA,Ex,1Story,1875,1,TA,Low,Gtl,14753,Inside,65.0,IR2,0,20,RL,0.0,None,,0,12,CollgCr,81,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,5,1463.0,AllPub,0,1998,1998,2009
415,928,844,0,,3,1Fam,TA,No,606.0,0.0,GLQ,Unf,1.0,0.0,Gd,322.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,,TA,1,PConc,2,Typ,492.0,2.0,TA,RFn,TA,Attchd,1998.0,1772,1,GasA,Ex,2Story,1876,1,TA,Lvl,Gtl,8750,Inside,70.0,Reg,0,60,RL,120.0,BrkFace,,0,4,CollgCr,96,5,6,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,7,928.0,AllPub,150,1998,1998,2009
416,1444,0,0,,3,1Fam,TA,No,1259.0,0.0,GLQ,Unf,1.0,0.0,Gd,172.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,577.0,2.0,TA,RFn,TA,Attchd,2002.0,1444,0,GasA,Ex,1Story,1877,1,Gd,Lvl,Gtl,10739,Inside,65.0,IR1,0,20,RL,68.0,BrkFace,,0,4,CollgCr,40,5,7,Y,0,,CompShg,Gable,Normal,,WD,0,Pave,6,1431.0,AllPub,144,2002,2001,2009
417,1492,0,0,,3,1Fam,TA,Mn,24.0,0.0,GLQ,Unf,0.0,0.0,Gd,1468.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,608.0,2.0,TA,RFn,TA,Attchd,2001.0,1492,0,GasA,Ex,1Story,1878,1,Gd,Lvl,Gtl,11166,Inside,75.0,Reg,0,20,RL,180.0,BrkFace,,0,7,CollgCr,114,5,7,Y,0,,CompShg,Gable,Family,,WD,168,Pave,6,1492.0,AllPub,0,2001,2001,2009
